KEGG ID,Label,ID
C05946,(4R)-4-Hydroxy-2-oxoglutarate,_4R4Hydroxy2oxoglutarate
C14805,"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene",_1Nitro5hydroxy6glutathionyl56dihydronaphthalene
C01322,RX,RX
C01171,alpha-D-Hexose 1-phosphate,alphaDHexose1phosphate
C05761,Tetradecanoyl-ACP,TetradecanoylACP
C03071,3-aci-Nitropropanoate,_3aciNitropropanoate
C05528,3-Sulfopyruvate,_3Sulfopyruvate
C00363,dTDP,dTDP
C00741,Diacetyl,Diacetyl
C00957,Mercaptopyruvate,Mercaptopyruvate
C11477,Sugar,Sugar
C00302,Glutamate,Glutamate
C00254,Prephenate,Prephenate
C03511,L-Phenylalanyl-tRNA(Phe),LPhenylalanyltRNAPhe
C00661,Glyceraldehyde 3-phosphate,Glyceraldehyde3phosphate
C06059,Cyclic amidine,Cyclicamidine
C14792,"(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",_1SHydroxy2Sglutathionyl12dihydronaphthalene
C00438,N-Carbamoyl-L-aspartate,NCarbamoylLaspartate
C00272,Tetrahydrobiopterin,Tetrahydrobiopterin
C00268,Dihydrobiopterin,Dihydrobiopterin
C01100,L-Histidinol phosphate,LHistidinolphosphate
C01267,Imidazole-acetol phosphate,Imidazoleacetolphosphate
C00243,Lactose,Lactose
C05697,Selenate,Selenate
C00284,EDTA,EDTA
C05892,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,UDPNacetylmuramoylLalanylgammaDglutamylLlysine
C00615,Protein histidine,Proteinhistidine
C16596,"5-Phenyl-1,3-oxazinane-2,4-dione",_5Phenyl13oxazinane24dione
C05335,L-Selenomethionine,LSelenomethionine
C16587,3-Carbamoyl-2-phenylpropionaldehyde,_3Carbamoyl2phenylpropionaldehyde
C06188,Salicin-6P,Salicin6P
C06250,Biotin-carboxyl-carrier protein,Biotincarboxylcarrierprotein
C00117,Ribose 5-phosphate,Ribose5phosphate
C02090,Trypanothione,Trypanothione
C00069,Alcohol,Alcohol
C06103,6-Hydroxyhexanoate,_6Hydroxyhexanoate
C00028,Hydrogen-acceptor,Hydrogenacceptor
C05818,Demethylmenaquinone,Demethylmenaquinone
C00239,dCMP,dCMP
C00240,rRNA,rRNA
C16663,Tryparedoxin,Tryparedoxin
C00463,Indole,Indole
C02929,2-Hydroxy carboxylate,_2Hydroxycarboxylate
C12214,Aminofructose 6-phosphate,Aminofructose6phosphate
C16153,UDP-L-Ara4N,UDPLAra4N
C01187,Ketodeoxyoctonate,Ketodeoxyoctonate
C01829,Thyroxine,Thyroxine
C15811,[Enzyme]-cysteine,Enzymecysteine
C03120,Glycerophosphodiester,Glycerophosphodiester
C04419,Carboxybiotin-carboxyl-carrier protein,Carboxybiotincarboxylcarrierprotein
C00534,Pyridoxamine,Pyridoxamine
C16832,[Protein]-N6-[(R)-dihydrolipoyl]-L-lysine,ProteinN6RdihydrolipoylLlysine
C07293,Glutaredoxin disulfide,Glutaredoxindisulfide
C00007,Oxygen,Oxygen
C01641,tRNA(Glu),tRNAGlu
C00021,S-Adenosyl-L-homocysteine,SAdenosylLhomocysteine
C06398,ADP-L-glycero-beta-D-manno-heptose,ADPLglycerobetaDmannoheptose
C03287,L-Glutamyl 5-phosphate,LGlutamyl5phosphate
C01478,Arsenic acid,Arsenicacid
C01165,L-Glutamate 5-semialdehyde,LGlutamate5semialdehyde
C03479,Folinic acid,Folinicacid
C01929,L-Histidinal,LHistidinal
C00787,tRNA(Tyr),tRNATyr
C00116,Glycerol,Glycerol
C01050,UDP-N-acetylmuramate,UDPNacetylmuramate
C01335,ROH,ROH
C05758,trans-Dodec-2-enoyl-ACP,transDodec2enoylACP
C03373,Aminoimidazole ribotide,Aminoimidazoleribotide
C02287,Hydroxymalonate,Hydroxymalonate
C16219,3-Oxostearoyl-ACP,_3OxostearoylACP
C00166,Phenylpyruvate,Phenylpyruvate
C00386,Carnosine,Carnosine
C00343,Thioredoxin disulfide,Thioredoxindisulfide
C00188,L-Threonine,LThreonine
C00337,L-Dihydroorotate,LDihydroorotate
C00257,D-Gluconate,DGluconate
C00148,L-Proline,LProline
C00275,D-Mannose 6-phosphate,DMannose6phosphate
C00698,Chloride,Chloride
C00352,D-Glucosamine phosphate,DGlucosaminephosphate
C14818,Fe2+,Fe2
C01931,L-Lysyl-tRNA,LLysyltRNA
C00692,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,UDPNacetylmuramoylLalanylDglutamate
C02047,L-Leucyl-tRNA,LLeucyltRNA
C00224,Adenylyl sulfate,Adenylylsulfate
C01528,Hydrogen selenide,Hydrogenselenide
C00794,Sorbitol,Sorbitol
C04121,CMP-KDO,CMPKDO
C00133,D-Alanine,DAlanine
C17023,Sulfur donor,Sulfurdonor
C01290,Lactosylceramide,Lactosylceramide
C05223,Dodecanoyl-ACP,DodecanoylACP
C00624,N-Acetyl-L-glutamate,NAcetylLglutamate
C00258,Glycerate,Glycerate
C16220,(R)-3-Hydroxyoctadecanoyl-ACP,R3HydroxyoctadecanoylACP
C01635,tRNA(Ala),tRNAAla
C01235,Galactinol,Galactinol
C04877,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate",UDPNacetylmuramoylLalanylgammaDglutamylmeso26diaminopimelate
C00900,2-Acetolactate,_2Acetolactate
C04737,Globotriosylceramide,Globotriosylceramide
C00183,L-Valine,LValine
C11039,2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,_2Deoxy5hydroxymethylcytidine5triphosphate
C01269,O5-(1-Carboxyvinyl)-3-phosphoshikimate,O51Carboxyvinyl3phosphoshikimate
C05403,3-Ketolactose,_3Ketolactose
C04702,UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),UDPMurNAcoylLAlaDgammaGluLLysDAlaDAla
C02686,Galactosylceramide,Galactosylceramide
C14856,"7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene",_78Dihydro7hydroxy8Sglutathionylbenzoapyrene
C01212,UDP-N-acetylmuramoyl-L-alanine,UDPNacetylmuramoylLalanine
C00315,Spermidine,Spermidine
C05684,Selenite,Selenite
C04058,Bis(5'-adenosyl) pentaphosphate,Bis5adenosylpentaphosphate
C03402,L-Asparaginyl-tRNA(Asn),LAsparaginyltRNAAsn
C01233,Glycerophosphoethanolamine,Glycerophosphoethanolamine
C05757,D-3-Hydroxydodecanoyl-ACP,D3HydroxydodecanoylACP
C03633,Peptidylproline,Peptidylproline
C13645,Hydrobromic acid,Hydrobromicacid
C00127,Glutathione disulfide,Glutathionedisulfide
C04895,"7,8-Dihydroneopterin 3'-triphosphate",_78Dihydroneopterin3triphosphate
C05766,Uroporphyrinogen I,UroporphyrinogenI
C00253,Nicotinate,Nicotinate
C04478,3-Deoxy-D-manno-octulosonate 8-phosphate,_3DeoxyDmannooctulosonate8phosphate
C00135,L-Histidine,LHistidine
C04619,(R)-3-Hydroxydecanoyl-ACP,R3HydroxydecanoylACP
C07649,Fluorouracil,Fluorouracil
C05745,Butyryl-ACP,ButyrylACP
C00283,Hydrogen sulfide,Hydrogensulfide
C00089,Sucrose,Sucrose
C14855,"4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene",_45Dihydro4hydroxy5Sglutathionylbenzoapyrene
C00222,3-Oxopropanoate,_3Oxopropanoate
C04309,Phosphoenol-4-deoxy-3-tetrulosonate,Phosphoenol4deoxy3tetrulosonate
C00039,DNA,DNA
C00120,Biotin,Biotin
C02354,"2',3'-Cyclic CMP",_23CyclicCMP
C00256,D-Lactate,DLactate
C00109,2-Oxobutanoate,_2Oxobutanoate
C14090,1-Naphthaldehyde,_1Naphthaldehyde
C00946,Adenosine 2'-phosphate,Adenosine2phosphate
C13199,Sodium sulfate,Sodiumsulfate
C05822,3'-CMP,_3CMP
C05752,Octanoyl-ACP,OctanoylACP
C02441,N-Ethylmaleimide,NEthylmaleimide
C00387,Guanosine,Guanosine
C00084,Acetaldehyde,Acetaldehyde
C00670,Glycerophosphocholine,Glycerophosphocholine
C03319,dTDP-L-rhamnose,dTDPLrhamnose
C00627,Pyridoxine phosphate,Pyridoxinephosphate
C00357,N-Acetyl-D-glucosamine 6-phosphate,NAcetylDglucosamine6phosphate
C14819,Fe3+,Fe3
C11907,dTDP-4-oxo-6-deoxy-D-glucose,dTDP4oxo6deoxyDglucose
C16595,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",_4Hydroxy5phenyltetrahydro13oxazin2one
C04882,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,UDPNacetylmuramoylLalanylDglutamyl6carboxyLlysylDalanylDalanine
C00966,2-Dehydropantoate,_2Dehydropantoate
C00671,(S)-3-Methyl-2-oxopentanoate,S3Methyl2oxopentanoate
C00234,10-Formyl-THF,_10FormylTHF
C02170,Methylmalonate,Methylmalonate
C03170,Trypanothione disulfide,Trypanothionedisulfide
C14852,"Benzo[a]pyrene-7,8-dihydrodiol",Benzoapyrene78dihydrodiol
C05527,3-Sulfinylpyruvate,_3Sulfinylpyruvate
C05747,(3R)-3-Hydroxyhexanoyl-ACP,_3R3HydroxyhexanoylACP
C14791,"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",_1RHydroxy2Rglutathionyl12dihydronaphthalene
C04442,2-Dehydro-3-deoxy-6-phospho-D-gluconate,_2Dehydro3deoxy6phosphoDgluconate
C00526,Deoxyuridine,Deoxyuridine
C00129,Isopentenyl diphosphate,Isopentenyldiphosphate
C05576,"3,4-Dihydroxyphenylethyleneglycol",_34Dihydroxyphenylethyleneglycol
C04246,But-2-enoyl-[acyl-carrier protein],But2enoylacylcarrierprotein
C00094,Sulfite,Sulfite
C05402,Melibiose,Melibiose
C01637,tRNA(Asn),tRNAAsn
C06397,ADP-D-glycero-beta-D-manno-heptose,ADPDglycerobetaDmannoheptose
C02430,L-Methionyl-tRNA,LMethionyltRNA
C00448,"trans,trans-Farnesyl diphosphate",transtransFarnesyldiphosphate
C00716,Serine,Serine
C02355,"2',3'-Cyclic UMP",_23CyclicUMP
C11038,2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate,_2Deoxy5hydroxymethylcytidine5diphosphate
C14099,2-Naphthaldehyde,_2Naphthaldehyde
C00066,tRNA,tRNA
C05336,Selenomethionyl-tRNA(Met),SelenomethionyltRNAMet
C02989,L-Methionine S-oxide,LMethionineSoxide
C06037,Digalactosyl-diacylglycerol,Digalactosyldiacylglycerol
C05814,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",_2Octaprenyl3methyl6methoxy14benzoquinone
C00152,L-Asparagine,LAsparagine
C06102,Adipate semialdehyde,Adipatesemialdehyde
C07645,Aldophosphamide,Aldophosphamide
C04462,N-Succinyl-2-L-amino-6-oxoheptanedioate,NSuccinyl2Lamino6oxoheptanedioate
C05669,beta-Nitropropanoate,betaNitropropanoate
C01639,tRNA(Cys),tRNACys
C01672,Cadaverine,Cadaverine
C05993,Acetyl adenylate,Acetyladenylate
C01368,3'-UMP,_3UMP
C01137,S-Adenosylmethioninamine,SAdenosylmethioninamine
C14802,"1-Nitronaphthalene-7,8-oxide",_1Nitronaphthalene78oxide
C00299,Uridine,Uridine
C00073,L-Methionine,LMethionine
C04153,rRNA containing N2-methylguanine,rRNAcontainingN2methylguanine
C03175,Shikimate 3-phosphate,Shikimate3phosphate
C00093,sn-Glycerol 3-phosphate,snGlycerol3phosphate
C03802,Ribonucleoside triphosphate,Ribonucleosidetriphosphate
C04272,"(R)-2,3-Dihydroxy-3-methylbutanoate",R23Dihydroxy3methylbutanoate
C02282,Glutaminyl-tRNA,GlutaminyltRNA
C00993,D-Alanyl-D-alanine,DAlanylDalanine
C16487,Hydrofluoric acid,Hydrofluoricacid
C06007,"(R)-2,3-Dihydroxy-3-methylpentanoate",R23Dihydroxy3methylpentanoate
C00030,Reduced acceptor,Reducedacceptor
C00294,Inosine,Inosine
C16236,[Protein]-N6-(octanoyl)-L-lysine,ProteinN6octanoylLlysine
C05359,3-Oxopalmitoyl-CoA,_3OxopalmitoylCoA
C02630,2-Hydroxyglutarate,_2Hydroxyglutarate
C03089,5-Methylthio-D-ribose,_5MethylthioDribose
C03899,S-(2-Hydroxyacyl)glutathione,S2Hydroxyacylglutathione
C01649,tRNA(Pro),tRNAPro
C00217,D-Glutamate,DGlutamate
C00305,Magnesium cation,Magnesiumcation
C00304,Kanamycin,Kanamycin
C00168,Hydroxypyruvate,Hydroxypyruvate
C00712,(9Z)-Octadecenoic acid,_9ZOctadecenoicacid
C05269,3-Oxohexanoyl-CoA,_3OxohexanoylCoA
C03344,2-Methylacetoacetyl-CoA,_2MethylacetoacetylCoA
C16471,5-Methyl-3-oxo-4-hexenoyl-CoA,_5Methyl3oxo4hexenoylCoA
C16169,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA",_4Z7Z10Z13Z16Z19ZDocosahexaenoylCoA
C05259,3-Oxopalmitoyl-CoA,_3OxopalmitoylCoA
C16376,"(6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexaenoyl-CoA",_6Z9Z12Z15Z18Z21Z3OxotetracosahexaenoylCoA
C05261,3-Oxotetradecanoyl-CoA,_3OxotetradecanoylCoA
C16330,3-Oxo-OPC8-CoA,_3OxoOPC8CoA
C01944,Octanoyl-CoA,OctanoylCoA
C05267,3-Oxooctanoyl-CoA,_3OxooctanoylCoA
C16466,7-Methyl-3-oxo-6-octenoyl-CoA,_7Methyl3oxo6octenoylCoA
C16389,"(6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA",_6Z9Z12Z15Z18Z3OxotetracosapentaenoylCoA
C01832,Lauroyl-CoA,LauroylCoA
C05270,Hexanoyl-CoA,HexanoylCoA
C01182,"D-Ribulose 1,5-bisphosphate",DRibulose15bisphosphate
C16334,3-Oxo-OPC6-CoA,_3OxoOPC6CoA
C03069,3-Methylcrotonyl-CoA,_3MethylcrotonylCoA
C00154,Palmitoyl-CoA,PalmitoylCoA
C16331,OPC6-CoA,OPC6CoA
C16173,"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA",_4Z7Z10Z13Z16ZDocosapentaenoylCoA
C00264,3-Oxoacyl-CoA,_3OxoacylCoA
C16335,OPC4-CoA,OPC4CoA
C01231,"alpha-D-Glucose 1,6-bisphosphate",alphaDGlucose16bisphosphate
C00512,Benzoyl-CoA,BenzoylCoA
C05274,Decanoyl-CoA,DecanoylCoA
C16470,5-Methylhex-4-enoyl-CoA,_5Methylhex4enoylCoA
C00552,meso-Tartaric acid,mesoTartaricacid
C05265,3-Oxodecanoyl-CoA,_3OxodecanoylCoA
C02593,Tetradecanoyl-CoA,TetradecanoylCoA
C00136,Butanoyl-CoA,ButanoylCoA
C05682,Phosphonoacetate,Phosphonoacetate
C00347,Long-chain carboxylate,Longchaincarboxylate
C05263,3-Oxododecanoyl-CoA,_3OxododecanoylCoA
C11165,Thiolactomycin,Thiolactomycin
C16338,3-Oxo-OPC4-CoA,_3OxoOPC4CoA
C05379,Oxalosuccinic acid,Oxalosuccinicacid
